Ion Concentrations vs Distance Data
Surface potential: -200 mV
""
z (Å),[Cl-] at c=0.01 M (M),[Na+] at c=0.01 M (M),[Cl-] at c=0.014 M (M),[Na+] at c=0.014 M (M),[Cl-] at c=0.02 M (M),[Na+] at c=0.02 M (M),[Cl-] at c=0.028 M (M),[Na+] at c=0.028 M (M),[Cl-] at c=0.04 M (M),[Na+] at c=0.04 M (M),[Cl-] at c=0.056 M (M),[Na+] at c=0.056 M (M),[Cl-] at c=0.079 M (M),[Na+] at c=0.079 M (M),[Cl-] at c=0.11 M (M),[Na+] at c=0.11 M (M),[Cl-] at c=0.16 M (M),[Na+] at c=0.16 M (M),[Cl-] at c=0.22 M (M),[Na+] at c=0.22 M (M),[Cl-] at c=0.32 M (M),[Na+] at c=0.32 M (M),[Cl-] at c=0.45 M (M),[Na+] at c=0.45 M (M),[Cl-] at c=0.63 M (M),[Na+] at c=0.63 M (M),[Cl-] at c=0.89 M (M),[Na+] at c=0.89 M (M),[Cl-] at c=1.3 M (M),[Na+] at c=1.3 M (M),[Cl-] at c=1.8 M (M),[Na+] at c=1.8 M (M),[Cl-] at c=2.5 M (M),[Na+] at c=2.5 M (M),[Cl-] at c=3.5 M (M),[Na+] at c=3.5 M (M)
16.685,6.478872e-04,1.423061e-01,1.245785e-03,1.496265e-01,2.388823e-03,1.576863e-01,4.553980e-03,1.670069e-01,8.599512e-03,1.783446e-01,1.601639e-02,1.928039e-01,2.927824e-02,2.120087e-01,5.225689e-02,2.383647e-01,9.060310e-02,2.754567e-01,1.519521e-01,3.286418e-01,2.459150e-01,4.059007e-01,3.841337e-01,5.189946e-01,5.810522e-01,6.849361e-01,8.560892e-01,9.277673e-01,1.237437e+00,1.280757e+00,1.767125e+00,1.789497e+00,2.507098e+00,2.516682e+00,3.546492e+00,3.549776e+00
16.783,6.556294e-04,1.407650e-01,1.260585e-03,1.480041e-01,2.416781e-03,1.559887e-01,4.605899e-03,1.652409e-01,8.693658e-03,1.765180e-01,1.618169e-02,1.909259e-01,2.955636e-02,2.100916e-01,5.269987e-02,2.364252e-01,9.126181e-02,2.735197e-01,1.528532e-01,3.267436e-01,2.470320e-01,4.040934e-01,3.853717e-01,5.173461e-01,5.822628e-01,6.835229e-01,8.571210e-01,9.266557e-01,1.238192e+00,1.279978e+00,1.767592e+00,1.789025e+00,2.507336e+00,2.516444e+00,3.546588e+00,3.549680e+00
16.880,6.634111e-04,1.392496e-01,1.275454e-03,1.464093e-01,2.444855e-03,1.543206e-01,4.657994e-03,1.635061e-01,8.788022e-03,1.747241e-01,1.634713e-02,1.890823e-01,2.983421e-02,2.082102e-01,5.314137e-02,2.345229e-01,9.191641e-02,2.716210e-01,1.537454e-01,3.248849e-01,2.481337e-01,4.023261e-01,3.865869e-01,5.157375e-01,5.834452e-01,6.821480e-01,8.581231e-01,9.255787e-01,1.238922e+00,1.279226e+00,1.768039e+00,1.788572e+00,2.507561e+00,2.516218e+00,3.546679e+00,3.549590e+00
16.978,6.712322e-04,1.377593e-01,1.290393e-03,1.448415e-01,2.473045e-03,1.526812e-01,4.710262e-03,1.618018e-01,8.882598e-03,1.729623e-01,1.651271e-02,1.872722e-01,3.011177e-02,2.063637e-01,5.358137e-02,2.326568e-01,9.256687e-02,2.697598e-01,1.546289e-01,3.230647e-01,2.492202e-01,4.005980e-01,3.877799e-01,5.141678e-01,5.846000e-01,6.808103e-01,8.590964e-01,9.245349e-01,1.239626e+00,1.278501e+00,1.768468e+00,1.788139e+00,2.507776e+00,2.516003e+00,3.546764e+00,3.549504e+00
17.075,6.790927e-04,1.362937e-01,1.305402e-03,1.433001e-01,2.501350e-03,1.510700e-01,4.762701e-03,1.601272e-01,8.977380e-03,1.712318e-01,1.667841e-02,1.854948e-01,3.038902e-02,2.045514e-01,5.401983e-02,2.308262e-01,9.321316e-02,2.679351e-01,1.555037e-01,3.212819e-01,2.502916e-01,3.989080e-01,3.889509e-01,5.126359e-01,5.857278e-01,6.795087e-01,8.600415e-01,9.235233e-01,1.240305e+00,1.277803e+00,1.768879e+00,1.787724e+00,2.507979e+00,2.515799e+00,3.546844e+00,3.549424e+00
17.173,6.869922e-04,1.348522e-01,1.320479e-03,1.417846e-01,2.529767e-03,1.494863e-01,4.815308e-03,1.584816e-01,9.072364e-03,1.695318e-01,1.684423e-02,1.837494e-01,3.066594e-02,2.027723e-01,5.445673e-02,2.290300e-01,9.385526e-02,2.661461e-01,1.563698e-01,3.195358e-01,2.513479e-01,3.972551e-01,3.901002e-01,5.111409e-01,5.868291e-01,6.782421e-01,8.609593e-01,9.225430e-01,1.240961e+00,1.277129e+00,1.769273e+00,1.787327e+00,2.508173e+00,2.515605e+00,3.546920e+00,3.549349e+00
17.270,6.949308e-04,1.334342e-01,1.335624e-03,1.402943e-01,2.558298e-03,1.479294e-01,4.868081e-03,1.568645e-01,9.167545e-03,1.678618e-01,1.701015e-02,1.820352e-01,3.094251e-02,2.010258e-01,5.489204e-02,2.272675e-01,9.449315e-02,2.643919e-01,1.572271e-01,3.178253e-01,2.523895e-01,3.956383e-01,3.912282e-01,5.096818e-01,5.879046e-01,6.770097e-01,8.618505e-01,9.215929e-01,1.241594e+00,1.276479e+00,1.769650e+00,1.786946e+00,2.508357e+00,2.515420e+00,3.546991e+00,3.549278e+00
17.368,7.029081e-04,1.320393e-01,1.350838e-03,1.388287e-01,2.586940e-03,1.463988e-01,4.921018e-03,1.552751e-01,9.262916e-03,1.662208e-01,1.717616e-02,1.803516e-01,3.121871e-02,1.993110e-01,5.532574e-02,2.255380e-01,9.512681e-02,2.626717e-01,1.580758e-01,3.161497e-01,2.534163e-01,3.940569e-01,3.923353e-01,5.082575e-01,5.889547e-01,6.758104e-01,8.627160e-01,9.206721e-01,1.242205e+00,1.275853e+00,1.770012e+00,1.786581e+00,2.508532e+00,2.515245e+00,3.547057e+00,3.549211e+00
17.465,7.109241e-04,1.306669e-01,1.366119e-03,1.373873e-01,2.615692e-03,1.448939e-01,4.974116e-03,1.537129e-01,9.358473e-03,1.646084e-01,1.734225e-02,1.786977e-01,3.149453e-02,1.976272e-01,5.575780e-02,2.238406e-01,9.575622e-02,2.609846e-01,1.589159e-01,3.145081e-01,2.544286e-01,3.925099e-01,3.934216e-01,5.068673e-01,5.899801e-01,6.746433e-01,8.635563e-01,9.197796e-01,1.242794e+00,1.275249e+00,1.770358e+00,1.786232e+00,2.508698e+00,2.515078e+00,3.547120e+00,3.549148e+00
17.563,7.189786e-04,1.293167e-01,1.381467e-03,1.359695e-01,2.644554e-03,1.434141e-01,5.027374e-03,1.521773e-01,9.454211e-03,1.630239e-01,1.750842e-02,1.770730e-01,3.176994e-02,1.959737e-01,5.618819e-02,2.221745e-01,9.638136e-02,2.593298e-01,1.597473e-01,3.128996e-01,2.554264e-01,3.909964e-01,3.944877e-01,5.055102e-01,5.909812e-01,6.735075e-01,8.643723e-01,9.189146e-01,1.243363e+00,1.274667e+00,1.770690e+00,1.785897e+00,2.508856e+00,2.514920e+00,3.547179e+00,3.549089e+00
17.660,7.270715e-04,1.279881e-01,1.396882e-03,1.345749e-01,2.673525e-03,1.419590e-01,5.080787e-03,1.506676e-01,9.550124e-03,1.614666e-01,1.767464e-02,1.754767e-01,3.204493e-02,1.943498e-01,5.661689e-02,2.205391e-01,9.700221e-02,2.577067e-01,1.605702e-01,3.113234e-01,2.564100e-01,3.895156e-01,3.955337e-01,5.041854e-01,5.919587e-01,6.724020e-01,8.651646e-01,9.180761e-01,1.243912e+00,1.274106e+00,1.771009e+00,1.785577e+00,2.509006e+00,2.514770e+00,3.547235e+00,3.549033e+00
17.758,7.352025e-04,1.266806e-01,1.412363e-03,1.332029e-01,2.702603e-03,1.405279e-01,5.134355e-03,1.491833e-01,9.646207e-03,1.599360e-01,1.784091e-02,1.739082e-01,3.231948e-02,1.927548e-01,5.704387e-02,2.189337e-01,9.761876e-02,2.561144e-01,1.613845e-01,3.097789e-01,2.573794e-01,3.880667e-01,3.965601e-01,5.028920e-01,5.929130e-01,6.713261e-01,8.659339e-01,9.172634e-01,1.244442e+00,1.273565e+00,1.771313e+00,1.785270e+00,2.509148e+00,2.514627e+00,3.547287e+00,3.548981e+00
17.855,7.433715e-04,1.253939e-01,1.427910e-03,1.318531e-01,2.731787e-03,1.391203e-01,5.188075e-03,1.477238e-01,9.742455e-03,1.584314e-01,1.800723e-02,1.723669e-01,3.259357e-02,1.911881e-01,5.746912e-02,2.173575e-01,9.823099e-02,2.545522e-01,1.621902e-01,3.082651e-01,2.583349e-01,3.866489e-01,3.975671e-01,5.016292e-01,5.938446e-01,6.702789e-01,8.666808e-01,9.164756e-01,1.244953e+00,1.273043e+00,1.771606e+00,1.784976e+00,2.509284e+00,2.514491e+00,3.547337e+00,3.548931e+00
17.953,7.515783e-04,1.241275e-01,1.443523e-03,1.305250e-01,2.761077e-03,1.377357e-01,5.241945e-03,1.462886e-01,9.838864e-03,1.569523e-01,1.817357e-02,1.708522e-01,3.286718e-02,1.896489e-01,5.789261e-02,2.158099e-01,9.883889e-02,2.530195e-01,1.629875e-01,3.067815e-01,2.592765e-01,3.852616e-01,3.985551e-01,5.003961e-01,5.947541e-01,6.692595e-01,8.674059e-01,9.157119e-01,1.245446e+00,1.272539e+00,1.771886e+00,1.784694e+00,2.509413e+00,2.514362e+00,3.547383e+00,3.548885e+00
18.050,7.598229e-04,1.228810e-01,1.459201e-03,1.292182e-01,2.790472e-03,1.363737e-01,5.295961e-03,1.448771e-01,9.935426e-03,1.554980e-01,1.833993e-02,1.693635e-01,3.314030e-02,1.881368e-01,5.831432e-02,2.142902e-01,9.944245e-02,2.515155e-01,1.637763e-01,3.053273e-01,2.602043e-01,3.839038e-01,3.995243e-01,4.991922e-01,5.956419e-01,6.682673e-01,8.681099e-01,9.149717e-01,1.245922e+00,1.272054e+00,1.772154e+00,1.784424e+00,2.509535e+00,2.514240e+00,3.547427e+00,3.548841e+00
18.148,7.681050e-04,1.216540e-01,1.474943e-03,1.279321e-01,2.819969e-03,1.350338e-01,5.350122e-03,1.434889e-01,1.003214e-02,1.540682e-01,1.850630e-02,1.679002e-01,3.341292e-02,1.866511e-01,5.873422e-02,2.127977e-01,1.000417e-01,2.500397e-01,1.645567e-01,3.039018e-01,2.611186e-01,3.825750e-01,4.004751e-01,4.980165e-01,5.965086e-01,6.673015e-01,8.687934e-01,9.142541e-01,1.246381e+00,1.271586e+00,1.772411e+00,1.784165e+00,2.509651e+00,2.514123e+00,3.547468e+00,3.548800e+00
18.245,7.764244e-04,1.204460e-01,1.490750e-03,1.266665e-01,2.849570e-03,1.337154e-01,5.404426e-03,1.421234e-01,1.012900e-02,1.526621e-01,1.867268e-02,1.664617e-01,3.368501e-02,1.851911e-01,5.915230e-02,2.113320e-01,1.006365e-01,2.485913e-01,1.653288e-01,3.025043e-01,2.620195e-01,3.812743e-01,4.014077e-01,4.968685e-01,5.973546e-01,6.663612e-01,8.694570e-01,9.135584e-01,1.246824e+00,1.271135e+00,1.772657e+00,1.783917e+00,2.509762e+00,2.514013e+00,3.547506e+00,3.548762e+00
18.343,7.847811e-04,1.192567e-01,1.506621e-03,1.254207e-01,2.879271e-03,1.324182e-01,5.458870e-03,1.407802e-01,1.022599e-02,1.512794e-01,1.883904e-02,1.650476e-01,3.395655e-02,1.837564e-01,5.956853e-02,2.098924e-01,1.012270e-01,2.471697e-01,1.660925e-01,3.011342e-01,2.629071e-01,3.800012e-01,4.023225e-01,4.957473e-01,5.981803e-01,6.654459e-01,8.701012e-01,9.128840e-01,1.247252e+00,1.270699e+00,1.772893e+00,1.783680e+00,2.509867e+00,2.513908e+00,3.547542e+00,3.548725e+00
18.440,7.931748e-04,1.180858e-01,1.522555e-03,1.241945e-01,2.909074e-03,1.311416e-01,5.513452e-03,1.394588e-01,1.032312e-02,1.499195e-01,1.900538e-02,1.636572e-01,3.422754e-02,1.823464e-01,5.998291e-02,2.084782e-01,1.018131e-01,2.457743e-01,1.668479e-01,2.997908e-01,2.637816e-01,3.787550e-01,4.032199e-01,4.946523e-01,5.989863e-01,6.645549e-01,8.707265e-01,9.122302e-01,1.247665e+00,1.270280e+00,1.773120e+00,1.783453e+00,2.509966e+00,2.513808e+00,3.547576e+00,3.548691e+00
18.538,8.016053e-04,1.169327e-01,1.538552e-03,1.229874e-01,2.938975e-03,1.298854e-01,5.568169e-03,1.381587e-01,1.042038e-02,1.485819e-01,1.917170e-02,1.622900e-01,3.449796e-02,1.809605e-01,6.039540e-02,2.070890e-01,1.023948e-01,2.444046e-01,1.675950e-01,2.984736e-01,2.646431e-01,3.775350e-01,4.041000e-01,4.935829e-01,5.997729e-01,6.636873e-01,8.713336e-01,9.115964e-01,1.248063e+00,1.269875e+00,1.773336e+00,1.783235e+00,2.510061e+00,2.513713e+00,3.547608e+00,3.548659e+00
18.635,8.100726e-04,1.157973e-01,1.554612e-03,1.217991e-01,2.968975e-03,1.286489e-01,5.623020e-03,1.368795e-01,1.051777e-02,1.472662e-01,1.933797e-02,1.609457e-01,3.476778e-02,1.795982e-01,6.080599e-02,2.057241e-01,1.029721e-01,2.430600e-01,1.683340e-01,2.971820e-01,2.654918e-01,3.763406e-01,4.049631e-01,4.925383e-01,6.005407e-01,6.628427e-01,8.719229e-01,9.109819e-01,1.248447e+00,1.269485e+00,1.773544e+00,1.783026e+00,2.510151e+00,2.513623e+00,3.547639e+00,3.548629e+00
18.733,8.185764e-04,1.146791e-01,1.570734e-03,1.206291e-01,2.999073e-03,1.274319e-01,5.678001e-03,1.356207e-01,1.061528e-02,1.459718e-01,1.950420e-02,1.596236e-01,3.503701e-02,1.782590e-01,6.121467e-02,2.043831e-01,1.035451e-01,2.417398e-01,1.690647e-01,2.959153e-01,2.663278e-01,3.751713e-01,4.058096e-01,4.915180e-01,6.012900e-01,6.620204e-01,8.724950e-01,9.103861e-01,1.248818e+00,1.269108e+00,1.773743e+00,1.782826e+00,2.510236e+00,2.513537e+00,3.547667e+00,3.548601e+00
18.830,8.271166e-04,1.135778e-01,1.586918e-03,1.194772e-01,3.029267e-03,1.262339e-01,5.733111e-03,1.343820e-01,1.071290e-02,1.446984e-01,1.967037e-02,1.583233e-01,3.530561e-02,1.769423e-01,6.162141e-02,2.030655e-01,1.041136e-01,2.404436e-01,1.697874e-01,2.946730e-01,2.671512e-01,3.740263e-01,4.066398e-01,4.905214e-01,6.020212e-01,6.612197e-01,8.730503e-01,9.098084e-01,1.249176e+00,1.268745e+00,1.773934e+00,1.782635e+00,2.510318e+00,2.513456e+00,3.547693e+00,3.548574e+00
18.928,8.356930e-04,1.124930e-01,1.603163e-03,1.183428e-01,3.059556e-03,1.250546e-01,5.788348e-03,1.331628e-01,1.081063e-02,1.434455e-01,1.983647e-02,1.570443e-01,3.557358e-02,1.756478e-01,6.202621e-02,2.017706e-01,1.046778e-01,2.391708e-01,1.705020e-01,2.934546e-01,2.679623e-01,3.729053e-01,4.074538e-01,4.895479e-01,6.027349e-01,6.604401e-01,8.735894e-01,9.092484e-01,1.249521e+00,1.268395e+00,1.774116e+00,1.782451e+00,2.510395e+00,2.513379e+00,3.547718e+00,3.548549e+00
19.025,8.443055e-04,1.114245e-01,1.619469e-03,1.172257e-01,3.089940e-03,1.238935e-01,5.843708e-03,1.319628e-01,1.090846e-02,1.422126e-01,2.000249e-02,1.557862e-01,3.584090e-02,1.743749e-01,6.242903e-02,2.004981e-01,1.052375e-01,2.379210e-01,1.712086e-01,2.922594e-01,2.687611e-01,3.718075e-01,4.082521e-01,4.885969e-01,6.034313e-01,6.596810e-01,8.741126e-01,9.087054e-01,1.249854e+00,1.268057e+00,1.774292e+00,1.782275e+00,2.510468e+00,2.513306e+00,3.547742e+00,3.548526e+00
19.123,8.529539e-04,1.103718e-01,1.635836e-03,1.161256e-01,3.120417e-03,1.227503e-01,5.899190e-03,1.307816e-01,1.100640e-02,1.409994e-01,2.016844e-02,1.545485e-01,3.610756e-02,1.731232e-01,6.282988e-02,1.992474e-01,1.057929e-01,2.366935e-01,1.719072e-01,2.910871e-01,2.695477e-01,3.707324e-01,4.090349e-01,4.876678e-01,6.041110e-01,6.589418e-01,8.746205e-01,9.081789e-01,1.250176e+00,1.267731e+00,1.774459e+00,1.782107e+00,2.510538e+00,2.513236e+00,3.547764e+00,3.548504e+00
19.220,8.616379e-04,1.093348e-01,1.652263e-03,1.150420e-01,3.150987e-03,1.216247e-01,5.954791e-03,1.296189e-01,1.110443e-02,1.398054e-01,2.033428e-02,1.533308e-01,3.637355e-02,1.718922e-01,6.322874e-02,1.980181e-01,1.063438e-01,2.354880e-01,1.725978e-01,2.899370e-01,2.703225e-01,3.696796e-01,4.098024e-01,4.867601e-01,6.047741e-01,6.582220e-01,8.751135e-01,9.076684e-01,1.250486e+00,1.267417e+00,1.774620e+00,1.781945e+00,2.510604e+00,2.513170e+00,3.547785e+00,3.548483e+00
19.318,8.703576e-04,1.083130e-01,1.668749e-03,1.139747e-01,3.181648e-03,1.205162e-01,6.010510e-03,1.284742e-01,1.120255e-02,1.386303e-01,2.050003e-02,1.521328e-01,3.663885e-02,1.706815e-01,6.362558e-02,1.968097e-01,1.068904e-01,2.343040e-01,1.732807e-01,2.888088e-01,2.710854e-01,3.686486e-01,4.105549e-01,4.858733e-01,6.054213e-01,6.575211e-01,8.755920e-01,9.071734e-01,1.250785e+00,1.267114e+00,1.774774e+00,1.781791e+00,2.510666e+00,2.513107e+00,3.547804e+00,3.548464e+00
19.415,8.791126e-04,1.073063e-01,1.685295e-03,1.129234e-01,3.212399e-03,1.194246e-01,6.066344e-03,1.273471e-01,1.130076e-02,1.374736e-01,2.066566e-02,1.509539e-01,3.690344e-02,1.694907e-01,6.402040e-02,1.956218e-01,1.074326e-01,2.331409e-01,1.739557e-01,2.877018e-01,2.718366e-01,3.676387e-01,4.112927e-01,4.850068e-01,6.060527e-01,6.568385e-01,8.760564e-01,9.066935e-01,1.251074e+00,1.266822e+00,1.774922e+00,1.781642e+00,2.510726e+00,2.513047e+00,3.547822e+00,3.548446e+00
19.513,8.879028e-04,1.063143e-01,1.701900e-03,1.118876e-01,3.243240e-03,1.183495e-01,6.122290e-03,1.262374e-01,1.139905e-02,1.363350e-01,2.083117e-02,1.497938e-01,3.716732e-02,1.683193e-01,6.441319e-02,1.944539e-01,1.079704e-01,2.319984e-01,1.746229e-01,2.866158e-01,2.725763e-01,3.666496e-01,4.120161e-01,4.841602e-01,6.066689e-01,6.561738e-01,8.765072e-01,9.062281e-01,1.251353e+00,1.266540e+00,1.775064e+00,1.781500e+00,2.510783e+00,2.512991e+00,3.547839e+00,3.548429e+00
19.610,8.967281e-04,1.053367e-01,1.718563e-03,1.108672e-01,3.274169e-03,1.172905e-01,6.178346e-03,1.251446e-01,1.149741e-02,1.352141e-01,2.099656e-02,1.486521e-01,3.743047e-02,1.671669e-01,6.480393e-02,1.933057e-01,1.085038e-01,2.308760e-01,1.752824e-01,2.855501e-01,2.733047e-01,3.656807e-01,4.127252e-01,4.833330e-01,6.072701e-01,6.555265e-01,8.769447e-01,9.057768e-01,1.251622e+00,1.266268e+00,1.775199e+00,1.781364e+00,2.510836e+00,2.512937e+00,3.547855e+00,3.548413e+00
19.708,9.055883e-04,1.043732e-01,1.735285e-03,1.098619e-01,3.305186e-03,1.162474e-01,6.234511e-03,1.240685e-01,1.159585e-02,1.341106e-01,2.116181e-02,1.475284e-01,3.769288e-02,1.660332e-01,6.519262e-02,1.921767e-01,1.090328e-01,2.297733e-01,1.759343e-01,2.845043e-01,2.740218e-01,3.647316e-01,4.134205e-01,4.825247e-01,6.078567e-01,6.548960e-01,8.773694e-01,9.053392e-01,1.251881e+00,1.266006e+00,1.775329e+00,1.781234e+00,2.510887e+00,2.512886e+00,3.547870e+00,3.548398e+00
19.805,9.144832e-04,1.034237e-01,1.752064e-03,1.088713e-01,3.336289e-03,1.152199e-01,6.290782e-03,1.230086e-01,1.169436e-02,1.330241e-01,2.132691e-02,1.464224e-01,3.795454e-02,1.649178e-01,6.557923e-02,1.910665e-01,1.095575e-01,2.286899e-01,1.765786e-01,2.834781e-01,2.747277e-01,3.638019e-01,4.141020e-01,4.817349e-01,6.084290e-01,6.542820e-01,8.777816e-01,9.049149e-01,1.252132e+00,1.265753e+00,1.775454e+00,1.781109e+00,2.510936e+00,2.512837e+00,3.547884e+00,3.548384e+00
19.903,9.234126e-04,1.024878e-01,1.768900e-03,1.078951e-01,3.367478e-03,1.142075e-01,6.347156e-03,1.219648e-01,1.179292e-02,1.319542e-01,2.149185e-02,1.453338e-01,3.821543e-02,1.638203e-01,6.596376e-02,1.899747e-01,1.100778e-01,2.276253e-01,1.772153e-01,2.824709e-01,2.754228e-01,3.628911e-01,4.147701e-01,4.809630e-01,6.089874e-01,6.536840e-01,8.781816e-01,9.045034e-01,1.252374e+00,1.265509e+00,1.775573e+00,1.780989e+00,2.510982e+00,2.512791e+00,3.547897e+00,3.548371e+00
20.000,9.323764e-04,1.015652e-01,1.785793e-03,1.069331e-01,3.398751e-03,1.132102e-01,6.403632e-03,1.209366e-01,1.189155e-02,1.309007e-01,2.165664e-02,1.442620e-01,3.847554e-02,1.627403e-01,6.634621e-02,1.889010e-01,1.105937e-01,2.265792e-01,1.778446e-01,2.814825e-01,2.761070e-01,3.619988e-01,4.154250e-01,4.802087e-01,6.095321e-01,6.531016e-01,8.785698e-01,9.041044e-01,1.252607e+00,1.265273e+00,1.775688e+00,1.780874e+00,2.511025e+00,2.512748e+00,3.547909e+00,3.548359e+00
